iter	R2	RMSE
941	0.6028445128	209437.9047
942	0.6028505966	209436.3006
943	0.6028794583	209428.6904
944	0.6029681439	209405.3041
945	0.6029935921	209398.593
946	0.6030114982	209393.8707
947	0.6030309821	209388.7322
948	0.6030545741	209382.5101
949	0.6031132713	209367.0286
950	0.6031326534	209361.9162
951	0.6031484271	209357.7556
952	0.6031487986	209357.6576
953	0.6031582193	209355.1727
954	0.6031735362	209351.1324
955	0.6031803786	209349.3275
956	0.6031838554	209348.4104
957	0.6032108623	209341.2862
958	0.6032411234	209333.3034
959	0.6032613971	209327.955
960	0.6032669634	209326.4865
961	0.603283046	209322.2437
962	0.6033074454	209315.8066
963	0.6033206823	209312.3143
964	0.6034240438	209285.0426
965	0.6034379173	209281.3818
966	0.6034991515	209265.2234
967	0.6035866494	209242.1323
968	0.6036029063	209237.8417
969	0.6036532793	209224.5466
970	0.603674823	209218.8603
971	0.6036849949	209216.1754
972	0.6037358037	209202.7639
973	0.6037627084	209195.6618
974	0.603800783	209185.6107
975	0.6038203448	209180.4465
976	0.6038589123	209170.2646
977	0.6038806851	209164.5162
978	0.6038837439	209163.7087
979	0.6038877761	209162.6441
980	0.6039070101	209157.5659
981	0.6039207734	209153.932
982	0.6039573756	209144.2677
983	0.6039819477	209137.7795
984	0.6039868349	209136.489
985	0.6039998636	209133.0487
986	0.604021869	209127.238
987	0.6040391091	209122.6854
988	0.6040837543	209110.8957
989	0.6040926307	209108.5515
990	0.6041278067	209099.2618
991	0.6041528362	209092.6514
992	0.604153286	209092.5326
993	0.6041657323	209089.2454
994	0.6041779673	209086.014
995	0.6042109937	209077.2909
996	0.6042864955	209057.3479
997	0.6043253929	209047.0728
998	0.6043473983	209041.2597
999	0.6043626223	209037.2379
